SAMN05751930	SRR4204534	SRX2148712	SAMN05751930	SRS1679596	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306313_r1	GSM2306313	GSM2306313	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1663627959.0	33951591.0	3702	Arabidopsis thaliana	WT_meiocyte_RNASeq_Rep1	Illumina HiSeq 4000 sequencing; GSM2306313: WT_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306313: WT_meiocyte_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_meiocyte_RNASeq_Rep1	548572874d74b25450174a78735741ad	868241607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/004/SRR4204534/SRR4204534.fastq.gz
SAMN05751925	SRR4204546	SRX2148718	SAMN05751925	SRS1679602	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306319_r3	GSM2306319	GSM2306319	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	248113031.0	3282209.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep4	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep4	dce76bc95b8c4bb82549ed869f566f82	105968280	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/006/SRR4204546/SRR4204546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/006/SRR4204546/SRR4204546.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/006/SRR4204546/SRR4204546.fastq.gz
SAMN05751925	SRR4204547	SRX2148718	SAMN05751925	SRS1679602	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306319_r4	GSM2306319	GSM2306319	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	227211969.0	3005861.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep4	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306319: drm1drm2_meiocyte_RNASeq_Rep4; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep4	8ff0ac66e5489a3b722faad623593e9f	96514819	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/007/SRR4204547/SRR4204547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/007/SRR4204547/SRR4204547.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/007/SRR4204547/SRR4204547.fastq.gz
SAMN05751936	SRR4204548	SRX2148719	SAMN05751936	SRS1679603	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306320_r1	GSM2306320	GSM2306320	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	2170374626.0	28704727.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep5	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep5	c2724dc43491bd81620f8c403d084aa5	1078175406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204548/SRR4204548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204548/SRR4204548.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/008/SRR4204548/SRR4204548.fastq.gz
SAMN05751936	SRR4204549	SRX2148719	SAMN05751936	SRS1679603	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306320_r2	GSM2306320	GSM2306320	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	2072463869.0	27409992.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep5	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep5	3dcabd3e0c4c0f83abeea0a9394b9573	1028089626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204549/SRR4204549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204549/SRR4204549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/009/SRR4204549/SRR4204549.fastq.gz
SAMN05751936	SRR4204550	SRX2148719	SAMN05751936	SRS1679603	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306320_r3	GSM2306320	GSM2306320	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	2147859767.0	28406583.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep5	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep5	82575e3d069127d9e28b431eee44ed1f	1080627471	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204550/SRR4204550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204550/SRR4204550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/000/SRR4204550/SRR4204550.fastq.gz
SAMN05751936	SRR4204551	SRX2148719	SAMN05751936	SRS1679603	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306320_r4	GSM2306320	GSM2306320	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	2078173204.0	27485103.0	3702	Arabidopsis thaliana	drm1drm2_meiocyte_RNASeq_Rep5	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306320: drm1drm2_meiocyte_RNASeq_Rep5; Arabidopsis thaliana; RNA-Seq	drm1drm2_meiocyte_RNASeq_Rep5	925ba285d08105e1742b37ca1aa90e90	1036174029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204551/SRR4204551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204551/SRR4204551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/001/SRR4204551/SRR4204551.fastq.gz
SAMN05751923	SRR4204557	SRX2148722	SAMN05751923	SRS1679606	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306323_r1	GSM2306323	GSM2306323	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	1045905539.0	21345011.0	3702	Arabidopsis thaliana	drm1drm2_leaf_RNASeq_rep1	Illumina HiSeq 4000 sequencing; GSM2306323: drm1drm2_leaf_RNASeq_rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	Illumina HiSeq 4000 sequencing; GSM2306323: drm1drm2_leaf_RNASeq_rep1; Arabidopsis thaliana; RNA-Seq	drm1drm2_leaf_RNASeq_rep1	49ad9c79aef54c357a6e6a5421868afb	552137884	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/007/SRR4204557/SRR4204557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/007/SRR4204557/SRR4204557.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/007/SRR4204557/SRR4204557.fastq.gz
SAMN05751935	SRR4204558	SRX2148723	SAMN05751935	SRS1679607	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306324_r1	GSM2306324	GSM2306324	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	470993291.0	6231290.0	3702	Arabidopsis thaliana	WT_leaf_RNASeq_Rep1	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_leaf_RNASeq_Rep1	d786a9cdf18126b181c0b1cf52e77370	236946976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204558/SRR4204558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/008/SRR4204558/SRR4204558.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/008/SRR4204558/SRR4204558.fastq.gz
SAMN05751935	SRR4204559	SRX2148723	SAMN05751935	SRS1679607	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306324_r2	GSM2306324	GSM2306324	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	440805050.0	5832065.0	3702	Arabidopsis thaliana	WT_leaf_RNASeq_Rep1	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_leaf_RNASeq_Rep1	f767bf40bbfed018c62c4b184267fd56	216587554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204559/SRR4204559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/009/SRR4204559/SRR4204559.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/009/SRR4204559/SRR4204559.fastq.gz
SAMN05751935	SRR4204560	SRX2148723	SAMN05751935	SRS1679607	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306324_r3	GSM2306324	GSM2306324	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	477591113.0	6318627.0	3702	Arabidopsis thaliana	WT_leaf_RNASeq_Rep1	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_leaf_RNASeq_Rep1	69d0e92869a3f8b120796d9e74d64441	241014714	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204560/SRR4204560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/000/SRR4204560/SRR4204560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/000/SRR4204560/SRR4204560.fastq.gz
SAMN05751935	SRR4204561	SRX2148723	SAMN05751935	SRS1679607	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306324_r4	GSM2306324	GSM2306324	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	441907279.0	5846608.0	3702	Arabidopsis thaliana	WT_leaf_RNASeq_Rep1	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306324: WT_leaf_RNASeq_Rep1; Arabidopsis thaliana; RNA-Seq	WT_leaf_RNASeq_Rep1	9689654ee895dc433bc74fb75e113d2d	218950091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204561/SRR4204561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/001/SRR4204561/SRR4204561.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/001/SRR4204561/SRR4204561.fastq.gz
SAMN05751928	SRR4204562	SRX2148724	SAMN05751928	SRS1679608	PRJNA342309	SRP087631	PRJNA9506	SRA465152	GSM2306325_r1	GSM2306325	GSM2306325	GSE86583	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	410943826.0	5436697.0	3702	Arabidopsis thaliana	WT_leaf_RNASeq_Rep2	NextSeq 500 sequencing; GSM2306325: WT_leaf_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	Sexual-lineage-specific DNA methylation regulates meiosis in Arabidopsis	NextSeq 500 sequencing; GSM2306325: WT_leaf_RNASeq_Rep2; Arabidopsis thaliana; RNA-Seq	WT_leaf_RNASeq_Rep2	e75520868be8aadff73cf81919bea740	207889137	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/002/SRR4204562/SRR4204562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR420/002/SRR4204562/SRR4204562.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR420/002/SRR4204562/SRR4204562.fastq.gz
