SAMN13336669	SRR10502542	SRX7191525	SAMN13336669	SRS5697540	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182549_r1	GSM4182549	GSM4182549	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2431080984.0	16221856.0	3702	Arabidopsis thaliana	Apices, qem2 II 3 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182549: Apices, qem2 II 3 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182549: Apices, qem2 II 3 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, qem2 II 3 weeks SDs	7d1bf7c14473b8101edafbac01cfd5f5	1222079729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/042/SRR10502542/SRR10502542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/042/SRR10502542/SRR10502542.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/042/SRR10502542/SRR10502542.fastq.gz
SAMN13336668	SRR10502543	SRX7191526	SAMN13336668	SRS5697541	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182550_r1	GSM4182550	GSM4182550	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2024829378.0	13513556.0	3702	Arabidopsis thaliana	Apices, qem2 III 3 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182550: Apices, qem2 III 3 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182550: Apices, qem2 III 3 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, qem2 III 3 weeks SDs	8008b070b9e7c92717ce25ff018408eb	1021268597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/043/SRR10502543/SRR10502543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/043/SRR10502543/SRR10502543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/043/SRR10502543/SRR10502543.fastq.gz
SAMN13336667	SRR10502544	SRX7191527	SAMN13336667	SRS5697542	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182551_r1	GSM4182551	GSM4182551	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2484322520.0	16571537.0	3702	Arabidopsis thaliana	Apices, WT I 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182551: Apices, WT I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182551: Apices, WT I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, WT I 4 weeks SDs	50f0a946bdce4773b9859b818411aa82	1255460514	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/044/SRR10502544/SRR10502544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/044/SRR10502544/SRR10502544.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/044/SRR10502544/SRR10502544.fastq.gz
SAMN13336666	SRR10502545	SRX7191528	SAMN13336666	SRS5697543	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182552_r1	GSM4182552	GSM4182552	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2025279868.0	13483220.0	3702	Arabidopsis thaliana	Apices, WT II 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182552: Apices, WT II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182552: Apices, WT II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, WT II 4 weeks SDs	13cafbc89699af943c2bd514a646d55d	1031334692	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/045/SRR10502545/SRR10502545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/045/SRR10502545/SRR10502545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/045/SRR10502545/SRR10502545.fastq.gz
SAMN13336665	SRR10502546	SRX7191529	SAMN13336665	SRS5697544	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182553_r1	GSM4182553	GSM4182553	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2383188153.0	15900493.0	3702	Arabidopsis thaliana	Apices, WT III 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182553: Apices, WT III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182553: Apices, WT III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, WT III 4 weeks SDs	79a82655bb19abcafea86d7308691c3b	1204571219	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/046/SRR10502546/SRR10502546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/046/SRR10502546/SRR10502546.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/046/SRR10502546/SRR10502546.fastq.gz
SAMN13336664	SRR10502548	SRX7191530	SAMN13336664	SRS5697545	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182554_r1	GSM4182554	GSM4182554	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2293883953.0	15286934.0	3702	Arabidopsis thaliana	Apices, sail_783c05 I 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182554: Apices, sail_783c05 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182554: Apices, sail_783c05 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, sail_783c05 I 4 weeks SDs	26b8fa1259309a067612511178dc78ba	1174674527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/048/SRR10502548/SRR10502548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/048/SRR10502548/SRR10502548.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/048/SRR10502548/SRR10502548.fastq.gz
SAMN13336663	SRR10502549	SRX7191532	SAMN13336663	SRS5697547	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182555_r1	GSM4182555	GSM4182555	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	1908090825.0	12730464.0	3702	Arabidopsis thaliana	Apices, sail_783c05 II 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182555: Apices, sail_783c05 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182555: Apices, sail_783c05 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, sail_783c05 II 4 weeks SDs	6099bc25f4a689cd129823ad491d5554	956500661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/049/SRR10502549/SRR10502549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/049/SRR10502549/SRR10502549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/049/SRR10502549/SRR10502549.fastq.gz
SAMN13336662	SRR10502550	SRX7191533	SAMN13336662	SRS5697548	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182556_r1	GSM4182556	GSM4182556	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2014199151.0	13442682.0	3702	Arabidopsis thaliana	Apices, sail_783c05 III 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182556: Apices, sail_783c05 III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182556: Apices, sail_783c05 III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, sail_783c05 III 4 weeks SDs	485ae5d170e3bb52f5a5f92b9d3f3707	1002011443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/050/SRR10502550/SRR10502550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/050/SRR10502550/SRR10502550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/050/SRR10502550/SRR10502550.fastq.gz
SAMN13336661	SRR10502551	SRX7191534	SAMN13336661	SRS5697549	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182557_r1	GSM4182557	GSM4182557	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2123210341.0	14158903.0	3702	Arabidopsis thaliana	Apices, svp flc ft tsf soc1 I 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182557: Apices, svp flc ft tsf soc1 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182557: Apices, svp flc ft tsf soc1 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, svp flc ft tsf soc1 I 4 weeks SDs	18ccbffd9d87e02edf60a3c7e55e8ea8	1080211193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/051/SRR10502551/SRR10502551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/051/SRR10502551/SRR10502551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/051/SRR10502551/SRR10502551.fastq.gz
SAMN13336660	SRR10502552	SRX7191535	SAMN13336660	SRS5697550	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182558_r1	GSM4182558	GSM4182558	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2561447013.0	17081234.0	3702	Arabidopsis thaliana	Apices, svp flc ft tsf soc1 II 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182558: Apices, svp flc ft tsf soc1 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182558: Apices, svp flc ft tsf soc1 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, svp flc ft tsf soc1 II 4 weeks SDs	0346d4dd7f80f00651523fb74f1b08c7	1293560641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/052/SRR10502552/SRR10502552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/052/SRR10502552/SRR10502552.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/052/SRR10502552/SRR10502552.fastq.gz
SAMN13336659	SRR10502553	SRX7191536	SAMN13336659	SRS5697551	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182559_r1	GSM4182559	GSM4182559	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2382699538.0	15895721.0	3702	Arabidopsis thaliana	Apices, svp flc ft tsf soc1 III 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182559: Apices, svp flc ft tsf soc1 III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182559: Apices, svp flc ft tsf soc1 III 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, svp flc ft tsf soc1 III 4 weeks SDs	e74159d987e464975b2e21b89a2c65b0	1201969269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/053/SRR10502553/SRR10502553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/053/SRR10502553/SRR10502553.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/053/SRR10502553/SRR10502553.fastq.gz
SAMN13336658	SRR10502554	SRX7191537	SAMN13336658	SRS5697552	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182560_r1	GSM4182560	GSM4182560	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2448031803.0	16333669.0	3702	Arabidopsis thaliana	Apices, qem2 I 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182560: Apices, qem2 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182560: Apices, qem2 I 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, qem2 I 4 weeks SDs	3164b2e0fb6dff969e2c3e3a91aa6560	1235831234	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/054/SRR10502554/SRR10502554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/054/SRR10502554/SRR10502554.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/054/SRR10502554/SRR10502554.fastq.gz
SAMN13336657	SRR10502555	SRX7191538	SAMN13336657	SRS5697553	PRJNA590705	SRP230790	PRJNA590700;PRJNA9506	SRA999623	GSM4182561_r1	GSM4182561	GSM4182561	GSE140726	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 3000	ILLUMINA	2084376169.0	13910633.0	3702	Arabidopsis thaliana	Apices, qem2 II 4 weeks SDs	Illumina HiSeq 3000 sequencing; GSM4182561: Apices, qem2 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	H3K27me3 and H3K4me3 profiles in chr4/pkr1 and WT [RNA-seq]	Illumina HiSeq 3000 sequencing; GSM4182561: Apices, qem2 II 4 weeks SDs; Arabidopsis thaliana; RNA-Seq	Apices, qem2 II 4 weeks SDs	de253c1584f7bb8dd06b43175f0788e7	1044571142	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/055/SRR10502555/SRR10502555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/055/SRR10502555/SRR10502555.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR105/055/SRR10502555/SRR10502555.fastq.gz
